Statistical profiling result from conCLog.log, (17495 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Function: ^SourceLocation /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:32:24
      1    0.0%    0.0%  Function: ^Socket.resume node:net:630:35
      1    0.0%    0.0%  Function: ^Readable.removeAllListeners node:internal/streams/readable:946:49
      1    0.0%    0.0%  Function: ^Readable.read /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_readable.js:392:36
      1    0.0%    0.0%  Function: ^Readable.push /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_readable.js:222:36
      1    0.0%    0.0%  Function: ^RES /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/inflight/inflight.js:18:28
      1    0.0%    0.0%  Function: ^Program /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1    0.0%    0.0%  Function: ^Msg /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:468:16
      1    0.0%    0.0%  Function: ^Module.load node:internal/modules/cjs/loader:963:33
      1    0.0%    0.0%  Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      1    0.0%    0.0%  Function: ^Module._compile node:internal/modules/cjs/loader:1051:37
      1    0.0%    0.0%  Function: ^Long.fromNumber /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/long.js:130:32
      1    0.0%    0.0%  Function: ^Glob._processGlobStar /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/glob/glob.js:620:44
      1    0.0%    0.0%  Function: ^FindOperation /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/operations/find.js:14:16
      1    0.0%    0.0%  Function: ^FindCursor /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cursor/find_cursor.js:29:16
      1    0.0%    0.0%  Function: ^DerivedLogger.<computed> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/winston/lib/winston/create-logger.js:71:47
      1    0.0%    0.0%  Function: ^CommandOperation /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/operations/command.js:14:16
      1    0.0%    0.0%  Function: ^ClientSession /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sessions.js:54:16
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:84:3
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:73:3
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/console/constructor:338:10
      1    0.0%    0.0%  Function: ^<anonymous> node:_http_outgoing:564:45
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/topology_description.js:205:55
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/server_selection.js:157:12
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/operations/update.js:71:40
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/logform/json.js:26:25
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:505:34
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/graceful-fs/graceful-fs.js:118:50
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/request.js:467:36
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:220:28
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:58:51
      1    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/connect-mongodb-session/index.js:134:48

 [C++]:
   ticks  total  nonlib   name
    586    3.3%   20.4%  __xstat
    422    2.4%   14.7%  __lxstat
    147    0.8%    5.1%  __write
     97    0.6%    3.4%  __mprotect
     89    0.5%    3.1%  __libc_read
     67    0.4%    2.3%  __pthread_cond_wait
     54    0.3%    1.9%  __libc_open
     42    0.2%    1.5%  __lll_lock_wait
     33    0.2%    1.1%  __libc_malloc
     32    0.2%    1.1%  _IO_fwrite
     26    0.1%    0.9%  __pthread_cond_signal
     15    0.1%    0.5%  __libc_free
     14    0.1%    0.5%  epoll_pwait
     14    0.1%    0.5%  _IO_file_xsputn
     12    0.1%    0.4%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
      9    0.1%    0.3%  __GI___pthread_mutex_unlock
      7    0.0%    0.2%  shutdown
      7    0.0%    0.2%  __libc_write
      6    0.0%    0.2%  std::ostream::sentry::sentry(std::ostream&)
      5    0.0%    0.2%  operator new(unsigned long)
      5    0.0%    0.2%  __clock_gettime
      5    0.0%    0.2%  __GI___pthread_mutex_lock
      4    0.0%    0.1%  operator delete(void*)
      4    0.0%    0.1%  getrusage
      3    0.0%    0.1%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      3    0.0%    0.1%  epoll_ctl
      3    0.0%    0.1%  __munmap
      3    0.0%    0.1%  __GI___pthread_rwlock_wrlock
      3    0.0%    0.1%  __GI___pthread_rwlock_unlock
      3    0.0%    0.1%  __GI___pthread_getspecific
      2    0.0%    0.1%  std::ostream::operator<<(int)
      2    0.0%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.0%    0.1%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      2    0.0%    0.1%  operator new[](unsigned long)
      2    0.0%    0.1%  operator delete[](void*)
      2    0.0%    0.1%  fputc
      2    0.0%    0.1%  __mmap
      2    0.0%    0.1%  __libc_calloc
      2    0.0%    0.1%  __fxstat
      2    0.0%    0.1%  __errno_location
      2    0.0%    0.1%  _IO_default_xsputn
      1    0.0%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.0%    0.0%  operator new[](unsigned long, std::nothrow_t const&)
      1    0.0%    0.0%  accept4
      1    0.0%    0.0%  __vsnprintf
      1    0.0%    0.0%  __read_nocancel
      1    0.0%    0.0%  __pthread_disable_asynccancel
      1    0.0%    0.0%  __printf_fp
      1    0.0%    0.0%  __madvise
      1    0.0%    0.0%  __GI___pthread_mutex_destroy
      1    0.0%    0.0%  _IO_padn
      1    0.0%    0.0%  _IO_fflush

 [Summary]:
   ticks  total  nonlib   name
   1105    6.3%   38.4%  JavaScript
   1754   10.0%   61.0%  C++
   1149    6.6%   39.9%  GC
  14618   83.6%          Shared libraries
     18    0.1%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    586   42.1%    3.3%  __xstat
    422   30.3%    2.4%  __lxstat
    117    8.4%    0.7%  __write
     61    4.4%    0.3%  __mprotect
     54    3.9%    0.3%  __libc_open
     27    1.9%    0.2%  _IO_fwrite
     22    1.6%    0.1%  __libc_malloc
     14    1.0%    0.1%  __pthread_cond_signal
     14    1.0%    0.1%  _IO_file_xsputn
     13    0.9%    0.1%  __lll_lock_wait
     11    0.8%    0.1%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
      6    0.4%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      5    0.4%    0.0%  __clock_gettime
      3    0.2%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      3    0.2%    0.0%  operator new(unsigned long)
      3    0.2%    0.0%  __libc_free
      2    0.1%    0.0%  std::ostream::operator<<(int)
      2    0.1%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      2    0.1%    0.0%  operator new[](unsigned long)
      2    0.1%    0.0%  operator delete[](void*)
      2    0.1%    0.0%  fputc
      2    0.1%    0.0%  __libc_calloc
      2    0.1%    0.0%  __fxstat
      2    0.1%    0.0%  __GI___pthread_rwlock_unlock
      2    0.1%    0.0%  _IO_default_xsputn
      1    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const
      1    0.1%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.1%    0.0%  operator new[](unsigned long, std::nothrow_t const&)
      1    0.1%    0.0%  operator delete(void*)
      1    0.1%    0.0%  __vsnprintf
      1    0.1%    0.0%  __read_nocancel
      1    0.1%    0.0%  __GI___pthread_rwlock_wrlock
      1    0.1%    0.0%  __GI___pthread_mutex_unlock
      1    0.1%    0.0%  __GI___pthread_mutex_lock
      1    0.1%    0.0%  __GI___pthread_getspecific
      1    0.1%    0.0%  _IO_padn
      1    0.1%    0.0%  _IO_fflush

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  14182   81.1%  /home/jenny/.nvm/versions/node/v17.1.0/bin/node
   9297   65.6%    /home/jenny/.nvm/versions/node/v17.1.0/bin/node
   2403   25.8%      Function: ^handleWriteReq node:internal/stream_base_commons:45:24
   1626   67.7%        Function: ^writeGeneric node:internal/stream_base_commons:151:22
    839   51.6%          LazyCompile: *writeOrBuffer node:internal/streams/writable:366:23
    581   69.2%            LazyCompile: *Writable.write node:internal/streams/writable:334:36
    208   24.8%            LazyCompile: *_write node:internal/streams/writable:284:16
     50    6.0%            Function: ^_write node:internal/streams/writable:284:16
    787   48.4%          Function: ^Socket._writeGeneric node:net:769:42
    787  100.0%            Function: ^Socket._write node:net:806:35
    777   32.3%        LazyCompile: *writeOrBuffer node:internal/streams/writable:366:23
    622   80.1%          LazyCompile: *_write node:internal/streams/writable:284:16
    622  100.0%            Function: ^Writable.write node:internal/streams/writable:334:36
     96   12.4%          LazyCompile: *ondata node:internal/streams/readable:775:18
     60   62.5%            LazyCompile: *readableAddChunk node:internal/streams/readable:242:26
     36   37.5%            LazyCompile: *emit node:events:340:44
     59    7.6%          Function: ^_write node:internal/streams/writable:284:16
     59  100.0%            Function: ^Writable.write node:internal/streams/writable:334:36
   1141   12.3%      Function: ^stat node:internal/modules/cjs/loader:151:14
    700   61.3%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
    680   97.1%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
    595   87.5%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     81   11.9%            Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     18    2.6%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     18  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
    437   38.3%        Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
    424   97.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
    387   91.3%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     37    8.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     13    3.0%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:848:35
     10   76.9%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3   23.1%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
    685    7.4%      Function: ^compileFunction node:vm:308:25
    673   98.2%        Function: ^wrapSafe node:internal/modules/cjs/loader:1011:18
    670   99.6%          Function: ^Module._compile node:internal/modules/cjs/loader:1051:37
    652   97.3%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
     18    2.7%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1106:37
    490    5.3%      Function: ^openSync node:fs:576:18
    488   99.6%        Function: ^readFileSync node:fs:450:22
    474   97.1%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
    437   92.2%            Function: ^Module.load node:internal/modules/cjs/loader:963:33
     37    7.8%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     10    2.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1106:37
      8   80.0%            Function: ^Module.load node:internal/modules/cjs/loader:963:33
      2   20.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:963:33
    361    3.9%      Function: ^writevGeneric node:internal/stream_base_commons:126:23
    361  100.0%        Function: ^Socket._writeGeneric node:net:769:42
    361  100.0%          Function: ^Socket._writev node:net:801:36
    361  100.0%            Function: ^doWrite node:internal/streams/writable:399:17
    290    3.1%      Function: ^statSync node:fs:1528:18
    276   95.2%        Function: ^tryStat /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/view.js:174:17
    276  100.0%          Function: ^resolve /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/view.js:146:42
    276  100.0%            Function: ^lookup /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/view.js:104:40
      7    2.4%        Function: ^tryStatSync node:internal/modules/esm/resolve:160:3
      3   42.9%          Function: ^finalizeResolution node:internal/modules/esm/resolve:367:28
      3  100.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:898:23
      2   28.6%          LazyCompile: ~packageResolve node:internal/modules/esm/resolve:815:24
      1   50.0%            LazyCompile: ~moduleResolve node:internal/modules/esm/resolve:898:23
      1   50.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:898:23
      1   14.3%          LazyCompile: ~finalizeResolution node:internal/modules/esm/resolve:367:28
      1  100.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:898:23
      1   14.3%          Function: ^packageResolve node:internal/modules/esm/resolve:815:24
      1  100.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:898:23
      3    1.0%        Function: ^fileExists node:internal/modules/esm/resolve:259:20
      3  100.0%          LazyCompile: ~legacyMainResolve node:internal/modules/esm/resolve:275:27
      2   66.7%            Function: ^packageResolve node:internal/modules/esm/resolve:815:24
      1   33.3%            LazyCompile: ~packageResolve node:internal/modules/esm/resolve:815:24
    285    3.1%      Function: ^readSync node:fs:684:18
    256   89.8%        Function: ^tryReadSync node:fs:429:21
    256  100.0%          Function: ^readFileSync node:fs:450:22
    239   93.4%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
     14    5.5%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1106:37
     29   10.2%        LazyCompile: *readFileSync node:fs:450:22
     29  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
     29  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:963:33
    220    2.4%      Function: ^read node:internal/modules/package_json_reader:16:14
    198   90.0%        Function: ^readPackage node:internal/modules/cjs/loader:290:21
     96   48.5%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     86   89.6%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     10   10.4%            LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     86   43.4%          Function: ^resolveExports node:internal/modules/cjs/loader:472:24
     86  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      9    4.5%          Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      9  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
      6    3.0%          LazyCompile: ~resolveExports node:internal/modules/cjs/loader:472:24
      4   66.7%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      2   33.3%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
     18    8.2%        LazyCompile: *readPackage node:internal/modules/cjs/loader:290:21
     18  100.0%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     18  100.0%            LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      3    1.4%        LazyCompile: ~readPackage node:internal/modules/cjs/loader:290:21
      3  100.0%          LazyCompile: ~resolveExports node:internal/modules/cjs/loader:472:24
      3  100.0%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
    179    1.9%      /home/jenny/.nvm/versions/node/v17.1.0/bin/node
     14    7.8%        Function: ^databaseNamespace /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:514:27
     14  100.0%          Function: ^Msg /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:468:16
      9   64.3%            Function: ^command /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:161:12
      5   35.7%            LazyCompile: *command /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:161:12
     10    5.6%        Function: ^header /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:754:29
      6   60.0%          Function: ^contentType /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:594:32
      4   66.7%            Function: ^send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      2   33.3%            LazyCompile: *send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      2   20.0%          Function: ^send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      2  100.0%            Function: ^done /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:1006:27
      1   10.0%          LazyCompile: ~send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      1  100.0%            LazyCompile: ~done /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:1006:27
      1   10.0%          LazyCompile: *send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      1  100.0%            LazyCompile: *renderView /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      9    5.0%        Function: ^checkInvalidHeaderChar node:_http_common:232:32
      9  100.0%          Function: ^<anonymous> node:_http_outgoing:564:45
      9  100.0%            Function: ^setHeader node:_http_outgoing:574:57
      8    4.5%        LazyCompile: *quotedString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      7   87.5%          Function: ^pushSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      7  100.0%            Function: ^append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1   12.5%          Function: ^quotedString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:998:38
      1  100.0%            Function: ^setupParams /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1034:36
      7    3.9%        Function: ^readPackage node:internal/modules/cjs/loader:290:21
      7  100.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      5   71.4%            Function: ^trySelf node:internal/modules/cjs/loader:441:17
      2   28.6%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1106:37
      6    3.4%        Function: ^mergeSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      5   83.3%          LazyCompile: *compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      5  100.0%            LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1   16.7%          Function: ^createFunctionContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:216:56
      1  100.0%            Function: ^compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      6    3.4%        Function: ^fromString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:454:22
      6  100.0%          Function: ^ns /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:432:12
      6  100.0%            Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cursor/abstract_cursor.js:442:46
      5    2.8%        Function: ^strEscape /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/safe-stable-stringify/stable.js:36:20
      5  100.0%          Function: ^stringifyReplacerFn /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/safe-stable-stringify/stable.js:386:30
      5  100.0%            Function: ^stringifyReplacerFn /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/safe-stable-stringify/stable.js:386:30
      5    2.8%        Function: ^pipe /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/send/index.js:510:43
      5  100.0%          Function: ^serveStatic /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/serve-static/index.js:72:31
      4   80.0%            LazyCompile: *next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:176:16
      1   20.0%            Function: ^handle /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/layer.js:86:49
      5    2.8%        Function: ^expressInit /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/middleware/init.js:29:30
      4   80.0%          LazyCompile: *next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:176:16
      4  100.0%            Function: ^query /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/middleware/query.js:39:24
      1   20.0%          Function: ^handle /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:288:23
      5    2.8%        /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      4   80.0%          Function: ^isValid /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/read_preference.js:130:19
      4  100.0%            Function: ^isValid /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/read_preference.js:146:12
      1   20.0%          Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:181:26
      1  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      4    2.2%        LazyCompile: *parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:271:16
      4  100.0%          /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      4  100.0%            Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:181:26
      4    2.2%        Function: ^stat node:internal/modules/cjs/loader:151:14
      4  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      4  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      4    2.2%        Function: ^format /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/content-type/index.js:65:17
      4  100.0%          Function: ^setCharset /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/utils.js:250:41
      2   50.0%            LazyCompile: *send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      2   50.0%            Function: ^send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      3    1.7%        LazyCompile: *parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      2   66.7%          LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      2  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
